1.006810,3.555906,3.611966,0.000000,3.506649,0.000000,0.000000,3.467478,3.680709,3.647447,3.724988,3.426397,3.484930,3.719270,4.198888,2.852202,0.000000,0.000000,1.773542,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.977925,3.606523,3.570884,0.000000,3.527468,0.000000,0.000000,3.462033,3.711155,3.688174,3.711154,3.441142,3.557420,3.683429,4.131132,2.880100,0.000000,0.000000,1.988119,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.989692,3.606076,3.574642,0.000000,3.545803,0.000000,0.000000,3.468935,3.724682,3.672634,3.722521,3.432881,3.552284,3.685442,4.123357,2.886528,0.000000,0.000000,1.958618,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.986851,3.607141,3.566866,0.000000,3.536237,0.000000,0.000000,3.458986,3.718165,3.669917,3.706371,3.428244,3.542432,3.679819,4.111804,2.879691,0.000000,0.000000,1.967536,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.972161,3.591604,3.608608,0.000000,3.490082,0.000000,0.000000,3.477043,3.668062,3.684568,3.702404,3.446793,3.505542,3.710354,4.202549,2.832142,0.000000,0.000000,1.895852,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.973650,3.597250,3.598776,0.000000,3.499044,0.000000,0.000000,3.482279,3.681834,3.687695,3.713546,3.450192,3.524391,3.690048,4.181271,2.851843,0.000000,0.000000,1.914256,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.973174,3.584298,3.584261,0.000000,3.515943,0.000000,0.000000,3.472189,3.712342,3.682181,3.721140,3.471998,3.551350,3.686585,4.152457,2.865735,0.000000,0.000000,1.982533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.984882,3.585760,3.577996,0.000000,3.540172,0.000000,0.000000,3.474470,3.727548,3.674665,3.733465,3.468124,3.561401,3.680966,4.141870,2.878788,0.000000,0.000000,1.976199,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.995243,3.617318,3.582634,0.000000,3.570711,0.000000,0.000000,3.472701,3.743785,3.680954,3.722180,3.434586,3.575827,3.684938,4.093315,2.910002,0.000000,0.000000,1.970628,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.993300,3.607495,3.579747,0.000000,3.585161,0.000000,0.000000,3.470762,3.751644,3.679914,3.739412,3.436167,3.584508,3.678164,4.091967,2.918688,0.000000,0.000000,1.987361,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.991767,3.592635,3.578816,0.000000,3.571081,0.000000,0.000000,3.472068,3.747890,3.674527,3.740318,3.455343,3.582508,3.674638,4.110004,2.905051,0.000000,0.000000,1.984188,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.984431,3.592772,3.579761,0.000000,3.550151,0.000000,0.000000,3.475806,3.730528,3.676178,3.733588,3.464501,3.569916,3.678218,4.128913,2.881319,0.000000,0.000000,1.989639,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.993847,3.605140,3.591156,0.000000,3.607862,0.000000,0.000000,3.485110,3.749856,3.680728,3.752107,3.452487,3.622974,3.674572,4.072481,2.922728,0.000000,0.000000,1.980764,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.003248,3.609747,3.552141,0.000000,3.652202,0.000000,0.000000,3.464524,3.728309,3.668025,3.802330,3.400213,3.613960,3.648399,4.004522,2.940510,0.000000,0.000000,1.883458,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.019681,3.584850,3.585540,0.000000,3.618586,0.000000,0.000000,3.464580,3.713983,3.631049,3.770067,3.375335,3.545280,3.674286,4.062569,2.912872,0.000000,0.000000,1.757942,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.009766,3.572466,3.583657,0.000000,3.594650,0.000000,0.000000,3.444780,3.724794,3.633800,3.745812,3.395178,3.552412,3.683235,4.071900,2.899239,0.000000,0.000000,1.850632,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.993734,3.601824,3.567572,0.000000,3.577171,0.000000,0.000000,3.453934,3.745467,3.658576,3.732922,3.413443,3.578156,3.666141,4.060478,2.905890,0.000000,0.000000,1.974686,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.017303,3.595339,3.542214,0.000000,3.569700,0.000000,0.000000,3.421396,3.743901,3.627833,3.707274,3.395774,3.527416,3.675086,4.059928,2.914430,0.000000,0.000000,1.942098,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.991587,3.604748,3.557186,0.000000,3.549911,0.000000,0.000000,3.445009,3.732032,3.657628,3.715404,3.422262,3.549924,3.673117,4.083334,2.892155,0.000000,0.000000,1.976423,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
