1.000007,0.000000,42.942284,16.031912,43.678238,0.000000,0.000000,16.030741,43.728535,0.000000,2.253922,10.000035,0.996307,2.008495,0.000000,0.969679,1.029811,29.815670,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000006,0.000000,42.942204,16.031885,43.678146,0.000000,0.000000,16.030708,43.728455,0.000000,2.253920,10.000019,0.996306,2.008490,0.000000,0.969677,1.029810,29.815617,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000007,0.000000,42.942318,16.031929,43.678272,0.000000,0.000000,16.030756,43.728558,0.000000,2.253927,10.000040,0.996308,2.008495,0.000000,0.969679,1.029813,29.815689,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000006,0.000000,42.942287,16.031916,43.678238,0.000000,0.000000,16.030741,43.728527,0.000000,2.253925,10.000032,0.996307,2.008492,0.000000,0.969679,1.029813,29.815670,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000006,0.000000,42.942295,16.031919,43.678242,0.000000,0.000000,16.030743,43.728539,0.000000,2.253926,10.000033,0.996307,2.008493,0.000000,0.969679,1.029812,29.815678,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000009,0.000000,42.942173,16.031870,43.678112,0.000000,0.000000,16.030699,43.728428,0.000000,2.253915,10.000009,0.996303,2.008491,0.000000,0.969674,1.029808,29.815586,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000007,0.000000,42.942261,16.031906,43.678215,0.000000,0.000000,16.030731,43.728500,0.000000,2.253924,10.000031,0.996307,2.008492,0.000000,0.969678,1.029813,29.815662,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000007,0.000000,42.942276,16.031914,43.678226,0.000000,0.000000,16.030737,43.728512,0.000000,2.253924,10.000031,0.996306,2.008493,0.000000,0.969679,1.029812,29.815662,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.999984,0.000000,42.941044,16.031456,43.676983,0.000000,0.000000,16.030300,43.727253,0.000000,2.253849,9.999783,0.996281,2.008463,0.000000,0.969645,1.029784,29.814814,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000003,0.000000,42.942028,16.031824,43.677975,0.000000,0.000000,16.030643,43.728252,0.000000,2.253911,9.999980,0.996304,2.008483,0.000000,0.969677,1.029805,29.815498,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000007,0.000000,42.942284,16.031916,43.678230,0.000000,0.000000,16.030735,43.728527,0.000000,2.253925,10.000030,0.996307,2.008491,0.000000,0.969679,1.029812,29.815668,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000007,0.000000,42.942310,16.031923,43.678265,0.000000,0.000000,16.030752,43.728558,0.000000,2.253927,10.000040,0.996307,2.008494,0.000000,0.969678,1.029813,29.815681,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000008,0.000000,42.942287,16.031912,43.678242,0.000000,0.000000,16.030745,43.728531,0.000000,2.253924,10.000036,0.996307,2.008496,0.000000,0.969679,1.029811,29.815668,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000007,0.000000,42.942192,16.031883,43.678143,0.000000,0.000000,16.030703,43.728443,0.000000,2.253919,10.000017,0.996304,2.008489,0.000000,0.969676,1.029810,29.815609,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
