0.004791,0.995209
0.191796,0.808204
0.000494,0.999506
0.000225,0.999775
0.000376,0.999624
0.004841,0.995159
0.000395,0.999605
0.000319,0.999681
0.002043,0.997957
0.032184,0.967816
0.000050,0.999950
0.000704,0.999296
0.000293,0.999707
0.010374,0.989626
0.000150,0.999850
0.004803,0.995197
0.000481,0.999519
0.127954,0.872046
0.011129,0.988871
0.009668,0.990332
0.055718,0.944282
0.723160,0.276840
0.000256,0.999744
0.001117,0.998883
0.000492,0.999508
0.000387,0.999613
0.000184,0.999816
0.004601,0.995399
0.000082,0.999918
0.000314,0.999686
0.455806,0.544194
0.172163,0.827837
0.000921,0.999079
0.001304,0.998696
0.999983,0.000017
0.021462,0.978538
0.000408,0.999592
0.000062,0.999938
0.040440,0.959560
0.751367,0.248633
0.000143,0.999857
0.000169,0.999831
0.002107,0.997893
0.998096,0.001904
0.156516,0.843484
0.002174,0.997826
0.000272,0.999728
0.020470,0.979530
0.106547,0.893453
0.000706,0.999294
0.000209,0.999791
0.001719,0.998281
0.000017,0.999983
0.013175,0.986826
0.001896,0.998104
0.005621,0.994379
0.018143,0.981857
0.153754,0.846246
0.001229,0.998771
0.000329,0.999671
0.004122,0.995878
0.000685,0.999315
0.068105,0.931895
0.000088,0.999913
0.001414,0.998586
0.004353,0.995647
0.999990,0.000010
0.000553,0.999447
0.000035,0.999965
0.000127,0.999873
0.044497,0.955503
0.000302,0.999698
0.004893,0.995107
0.000397,0.999603
0.000655,0.999345
0.033108,0.966892
0.001015,0.998985
0.000794,0.999206
0.001825,0.998175
0.701170,0.298830
1.000000,0.000000
0.003484,0.996516
0.001966,0.998034
0.946609,0.053391
0.015088,0.984912
0.004920,0.995080
0.000634,0.999366
0.000790,0.999210
0.012014,0.987986
0.000174,0.999826
0.996022,0.003978
0.001068,0.998932
0.021527,0.978473
0.000279,0.999721
0.006392,0.993608
0.411796,0.588204
0.974914,0.025086
0.069635,0.930365
0.017077,0.982923
0.000471,0.999529
0.001449,0.998551
0.000395,0.999605
0.000624,0.999376
0.919703,0.080297
1.000000,0.000000
0.420156,0.579844
0.000594,0.999406
0.003488,0.996512
0.014266,0.985734
0.003821,0.996179
0.001909,0.998091
0.012373,0.987628
0.000104,0.999897
0.001447,0.998553
0.000737,0.999263
0.000043,0.999957
0.003412,0.996588
0.139752,0.860248
0.000072,0.999928
0.000221,0.999779
0.002252,0.997748
0.001881,0.998119
0.002874,0.997126
0.009623,0.990377
0.004118,0.995882
0.990766,0.009234
0.001008,0.998992
0.000615,0.999385
0.026712,0.973288
0.021379,0.978621
0.000600,0.999400
0.000017,0.999983
0.025726,0.974274
0.989347,0.010653
0.691377,0.308623
0.000476,0.999524
0.987457,0.012543
0.000261,0.999739
0.001198,0.998802
0.004071,0.995929
0.059606,0.940394
0.000322,0.999678
0.003956,0.996045
0.300595,0.699405
0.023674,0.976326
0.003455,0.996545
0.000089,0.999911
0.995033,0.004967
0.007201,0.992799
0.007018,0.992982
0.000819,0.999181
0.000736,0.999264
0.320101,0.679899
0.000109,0.999891
0.565486,0.434514
0.002319,0.997681
0.000382,0.999618
0.157105,0.842895
0.002330,0.997670
0.000305,0.999695
0.008026,0.991974
0.039845,0.960155
0.000088,0.999912
0.040375,0.959625
0.000296,0.999704
0.958025,0.041975
0.100125,0.899875
0.001558,0.998442
0.000365,0.999635
0.001699,0.998301
0.013749,0.986251
0.000837,0.999163
0.000416,0.999584
0.006327,0.993673
0.017807,0.982193
0.044936,0.955064
0.000701,0.999299
0.009491,0.990509
0.000554,0.999446
0.000203,0.999797
0.000806,0.999194
0.976742,0.023258
0.010530,0.989470
0.074894,0.925106
0.074208,0.925792
0.001009,0.998991
0.000203,0.999797
0.036772,0.963228
0.000134,0.999866
0.000405,0.999595
0.999700,0.000300
0.839248,0.160752
0.000587,0.999413
0.000141,0.999859
0.000324,0.999676
0.001321,0.998679
0.000405,0.999595
0.001156,0.998844
